statement,disease
আমার আলুর কাণ্ডের দাগগুলা পাতার দাগের মতোই গোল গোল রিংওয়ালা আছিলো।,Early Blight of Potato
"গত মৌসুমে আমার আলু খেতে যে পাতা ঝরা রোগটা হইছিলো, সেইটার স্মৃতি এখনো তাজা।",Early Blight of Potato
আমার আলুর পাতায় হাত দিলে দাগের জায়গাটা খসখসা লাগতো।,Early Blight of Potato
এইবার আলু লাগানোর আগে থেকেই আমার খুব চিন্তা হইতাছে এই আগাম ধ্বসা নিয়া।,Early Blight of Potato
"আমার আলু খেতের পাতা সব এমনভাবে হলুদ হইয়া গেছিলো যে, আর কোনো ওষুধেই কাজ হয় নাই।",Early Blight of Potato
"গতবার আমার আলু খেতে যে রোগটা হইছিলো, সেইটা আমার আলুর সাইজ আর বড় হইতেই দেয় নাই।",Early Blight of Potato
"আমার আলুর ডগায় যে দাগগুলা হইছিলো, সেইগুলা বাড়তে বাড়তে পুরা ডগাটা শুকায়া ফেলে নাই।",Early Blight of Potato
"আমার আলু তোলার পর দেহি, আলুর গায়ে গোল গোল শুকনা ক্ষতের মতো দাগ।",Early Blight of Potato
"গতবার আমার আলু খেতটা দেইখা মনে হইছিলো, গাছগুলার নিচের দিকের সব শক্তি কেউ টাইনা নিছে।",Early Blight of Potato
এইবার আলু লাগানোর সময় কি বীজ আলুটা কাইটা লাগানো ঠিক হইবো?,Early Blight of Potato
"আমার আলুর কাণ্ডগুলা দুর্বল না হইলেও, পাতাগুলা সব ঝইরা যাওয়ায় গাছটা দেখতে খুব খারাপ লাগতো।",Early Blight of Potato
"গত মৌসুমে আমার আলু খেতে যে পাতা ঝরা রোগ হইছিলো, সেইটা আমার লাভের একটা বড় অংশ কাইড়া নিছে। 😟",Early Blight of Potato
